9,1984,0
15,1984,0
17,1984,0
43,1984,0
46,1983,0
52,1984,5
53,1984,0
59,1984,0
65,1984,0
75,1984,0
79,1983,0
82,1984,0
85,1983,0
86,1983,5
102,1983,2
104,1984,0
107,1984,0
108,1984,0
115,1983,0
116,1983,5
118,1984,0
120,1984,5
124,1983,0
134,1984,0
135,1984,0
147,1983,0
148,1984,0
157,1984,0
158,1984,0
162,1984,0
170,1984,0
177,1984,0
185,1984,5
195,1984,0
207,1984,0
209,1984,0
211,1984,0
221,1984,0
225,1984,0
229,1984,0
238,1984,0
240,1984,5
249,1984,0
251,1984,0
254,1984,0
258,1984,0
267,1984,0
268,1984,0
269,1984,0
272,1984,0
279,1984,0
281,1984,0
284,1984,0
288,1984,0
293,1984,0
307,1984,0
309,1984,0
310,1984,0
312,1984,0
316,1984,0
318,1984,0
319,1984,5
320,1984,0
321,1984,0
323,1984,0
325,1984,0
326,1984,0
329,1984,0
343,1984,0
344,1984,0
346,1984,5
356,1984,0
361,1984,0
370,1984,0
375,1984,5
376,1984,0
385,1984,0
391,1984,0
392,1984,0
393,1984,0
398,1984,5
399,1984,0
406,1984,0
407,1984,0
408,1984,0
411,1984,0
412,1984,5
415,1984,0
419,1984,0
424,1984,0
425,1984,0
438,1984,0
440,1984,0
443,1984,0
445,1984,0
446,1984,0
447,1984,0
450,1984,5
451,1984,0
453,1984,0
454,1984,0
455,1984,0
458,1984,0
465,1984,0
469,1984,0
470,1984,0
476,1984,0
486,1984,0
490,1984,0
511,1984,0
521,1984,0
528,1984,0
540,1984,0
544,1984,0
547,1984,0
548,1984,0
550,1984,0
553,1984,0
554,1984,0
563,1984,0
571,1984,0
574,1984,0
575,1984,0
582,1984,5
583,1984,0
595,1984,0
603,1984,0
604,1983,0
606,1984,0
607,1984,0
611,1984,0
613,1984,0
614,1984,0
617,1984,0
639,1984,0
649,1984,0
657,1984,0
661,1984,5
662,1984,5
663,1984,0
664,1984,0
665,1984,0
666,1984,0
669,1984,0
671,1984,0
673,1984,0
689,1984,0
692,1984,0
696,1984,2
702,1984,0
703,1984,0
708,1984,0
712,1984,0
713,1984,0
720,1984,0
722,1984,0
726,1984,0
730,1984,0
734,1984,0
747,1984,0
762,1984,0
766,1984,0
769,1984,5
770,1984,0
771,1984,0
775,1984,0
779,1984,0
781,1984,0
800,1984,0
810,1984,0
811,1984,0
814,1984,0
815,1984,0
816,1984,0
817,1984,0
818,1984,0
819,1984,0
820,1984,0
827,1984,0
832,1984,0
834,1983,0
835,1984,0
837,1984,0
838,1983,0
839,1983,0
857,1983,0
867,1983,0
869,1984,0
871,1984,0
872,1984,0
874,1984,0
875,1984,0
876,1984,5
881,1985,0
915,1984,0
917,1984,0
922,1984,0
929,1983,0
931,1984,0
934,1984,0
939,1984,0
944,1984,0
949,1984,0
957,1984,5
960,1985,0
961,1984,0
962,1984,0
974,1985,0
975,1985,0
977,1984,0
984,1984,0
991,1984,0
995,1984,0
997,1984,0
1001,1984,0
1003,1984,0
1006,1984,0
1007,1984,0
1011,1985,2
1014,1985,0
1016,1985,0
1017,1985,5
1018,1985,0
1020,1985,5
1021,1985,0
1022,1985,0
1047,1984,0
1048,1985,0
1050,1984,0
1052,1984,0
1053,1984,0
1054,1984,0
1056,1984,0
1064,1985,0
1065,1985,0
1068,1983,0
1095,1985,0
1102,1984,0
1114,1984,5
1115,1984,5
1116,1984,0
1117,1984,0
1118,1984,0
1119,1984,0
1120,1984,0
1121,1984,0
1127,1984,0
1134,1984,0
1138,1985,0
1140,1984,0
1143,1985,0
1144,1985,0
1145,1985,5
1146,1985,0
1148,1985,0
1149,1985,0
1154,1985,0
1155,1985,2
